Clave Ejercicio Academico	Clave Materia	Nombre Materia Largo	Nombre Campus	Crn	TipodeUdF
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Monterrey	29299	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Puebla	18559	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Puebla	18560	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Querétaro	18031	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Querétaro	18032	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Querétaro	18033	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Querétaro	18034	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Santa Fe	530	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Santa Fe	531	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Toluca	12210	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Toluca	14429	Bloque
202311	F1013	Introducción a la modelación del movimiento	Campus Nacional	20080	Materia
202311	F1013B	Modelación computacional de sistemas eléctricos	Campus Santa Fe	537	Bloque
202311	F1013B	Modelación computacional de sistemas eléctricos	Campus Santa Fe	558	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Aguascalientes	15290	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Aguascalientes	15291	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Aguascalientes	15292	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Chiapas	33348	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Ciudad de México	20470	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Ciudad de México	20471	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Ciudad de México	20472	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Ciudad de México	20473	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Ciudad de México	20474	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Ciudad de México	20475	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Ciudad de México	20476	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Ciudad Juárez	30252	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Cuernavaca	15014	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Cuernavaca	15015	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Cuernavaca	15016	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Estado de México	24383	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Estado de México	24385	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Estado de México	24387	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Estado de México	24389	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Estado de México	24391	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Estado de México	24392	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Guadalajara	1384	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Guadalajara	1385	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Guadalajara	1386	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Guadalajara	1387	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Guadalajara	1388	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Guadalajara	1389	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Guadalajara	1390	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Guadalajara	1391	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Guadalajara	1393	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Hidalgo	4344	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Hidalgo	33855	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus León	18967	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus León	18968	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus León	19055	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29338	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29339	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29340	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29341	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29342	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29344	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29345	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29346	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29347	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29348	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29349	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29350	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29351	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29352	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29353	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29354	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29355	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29356	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29357	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29358	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Monterrey	29359	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Morelia	35080	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Morelia	40010	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Nacional	20104	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Puebla	18571	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Puebla	18572	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Puebla	18573	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Puebla	18574	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Puebla	18575	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Querétaro	18054	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Querétaro	18055	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Querétaro	18056	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Querétaro	18057	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Querétaro	18058	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Querétaro	18059	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Saltillo	28966	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Saltillo	28967	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Saltillo	28968	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus San Luis Potosí	35952	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus San Luis Potosí	35953	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus San Luis Potosí	35954	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Santa Fe	563	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Santa Fe	564	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Santa Fe	565	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Santa Fe	566	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Santa Fe	567	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Santa Fe	568	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Santa Fe	569	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Sinaloa	23207	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Sinaloa	23208	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Sinaloa	23209	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Tampico	19082	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Tampico	19083	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Toluca	14435	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Toluca	14436	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Toluca	14437	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Toluca	14438	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Toluca	14439	Bloque
202311	F1015B	Aplicación de la termodinámica en sistemas ingenieriles	Campus Zacatecas	34702	Bloque
202311	F1018B	Aplicación de la termodinámica en ciencias	Campus Ciudad de México	21153	Bloque
202311	F1018B	Aplicación de la termodinámica en ciencias	Campus Estado de México	24405	Bloque
202311	F1018B	Aplicación de la termodinámica en ciencias	Campus Estado de México	24406	Bloque
202311	F1018B	Aplicación de la termodinámica en ciencias	Campus Guadalajara	1394	Bloque
202311	F1018B	Aplicación de la termodinámica en ciencias	Campus Monterrey	29404	Bloque
202311	F1018B	Aplicación de la termodinámica en ciencias	Campus Monterrey	29405	Bloque
202311	F1018B	Aplicación de la termodinámica en ciencias	Campus Monterrey	29406	Bloque
202311	F1018B	Aplicación de la termodinámica en ciencias	Campus Monterrey	29408	Bloque
202311	F1018B	Aplicación de la termodinámica en ciencias	Campus Puebla	18586	Bloque
202311	F1021B	Ciencia, tecnología y sociedad	Campus Nacional	20113	Bloque
202311	F2002B	Solución de problemas de mecánica clásica	Campus Monterrey	29420	Bloque
202311	F2003B	Modelación numérica de sistemas físicos determinísticos	Campus Monterrey	29423	Bloque
202311	F2004B	Aplicación de las fuentes alternas de energía	Campus Monterrey	28872	Bloque
202311	F2005B	Análisis de fenómenos ópticos	Campus Monterrey	29426	Bloque
202311	F2008B	Caracterización experimental de sistemas ópticos	Campus Monterrey	40440	Bloque
202311	F2008B	Caracterización experimental de sistemas ópticos	Campus Monterrey	40441	Bloque
202311	F2008B	Caracterización experimental de sistemas ópticos	Campus Monterrey	43143	Bloque
202311	F2009B	Caracterización experimental de materiales	Campus Monterrey	29429	Bloque
202311	F2009B	Caracterización experimental de materiales	Campus Monterrey	29430	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Aguascalientes	15320	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Ciudad de México	22600	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Cuernavaca	22745	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Estado de México	24515	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Estado de México	24516	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Hidalgo	33866	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus León	19057	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Monterrey	30424	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Monterrey	30425	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Monterrey	30426	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Puebla	17477	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Querétaro	18083	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Querétaro	18084	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Saltillo	28924	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus San Luis Potosí	22184	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Santa Fe	440	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Sinaloa	25076	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Tampico	19090	Bloque
202311	IN2001B	Desarrollo de proyectos con visión sistémica	Campus Toluca	16257	Bloque
202311	IN2002B	Mejora de un proceso organizacional con métodos estadísticos	Campus Monterrey	30428	Bloque
202311	IN2002B	Mejora de un proceso organizacional con métodos estadísticos	Campus Monterrey	30429	Bloque
202311	IN2002B	Mejora de un proceso organizacional con métodos estadísticos	Campus Monterrey	30430	Bloque
202311	IN2002B	Mejora de un proceso organizacional con métodos estadísticos	Campus Santa Fe	441	Bloque
202311	IN2003B	Conceptualización de procesos con enfoque innovador	Campus Guadalajara	17921	Bloque
202311	IN2003B	Conceptualización de procesos con enfoque innovador	Campus Guadalajara	17922	Bloque
202311	IN2003B	Conceptualización de procesos con enfoque innovador	Campus Monterrey	30441	Bloque
202311	IN2003B	Conceptualización de procesos con enfoque innovador	Campus Monterrey	30442	Bloque
202311	IN2004B	Generación de valor con analítica de datos	Campus Guadalajara	1410	Bloque
202311	IN2004B	Generación de valor con analítica de datos	Campus Monterrey	30436	Bloque
202311	IN2004B	Generación de valor con analítica de datos	Campus Santa Fe	1179	Bloque
202311	IN2005B	Evaluación de la competitividad organizacional	Campus Monterrey	30447	Bloque
202311	IN2005B	Evaluación de la competitividad organizacional	Campus Monterrey	30448	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Aguascalientes	15324	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Ciudad de México	22605	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Ciudad de México	22606	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Cuernavaca	24307	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Estado de México	24521	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Estado de México	24522	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Hidalgo	33868	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus León	21201	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Monterrey	30452	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Monterrey	30453	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Puebla	17483	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Querétaro	18091	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Querétaro	18092	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Saltillo	28944	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus San Luis Potosí	35962	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Santa Fe	462	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Sinaloa	25079	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Tampico	19093	Bloque
202311	IN2007B	Diseño disruptivo de procesos organizacionales	Campus Toluca	16260	Bloque
202311	IN2008B	Aseguramiento de la excelencia operacional	Campus Guadalajara	1412	Bloque
202311	IN2008B	Aseguramiento de la excelencia operacional	Campus Guadalajara	1413	Bloque
202311	IN2008B	Aseguramiento de la excelencia operacional	Campus Monterrey	30459	Bloque
202311	IN2008B	Aseguramiento de la excelencia operacional	Campus Monterrey	30460	Bloque
202311	IN2008B	Aseguramiento de la excelencia operacional	Campus Monterrey	30461	Bloque
202311	IN2008B	Aseguramiento de la excelencia operacional	Campus Santa Fe	463	Bloque
202311	IN2009B	Mejora de una cadena de valor adaptativa	Campus Monterrey	30471	Bloque
202311	IN2009B	Mejora de una cadena de valor adaptativa	Campus Monterrey	30472	Bloque
202311	IN2009B	Mejora de una cadena de valor adaptativa	Campus Santa Fe	464	Bloque
202311	IN2032	Análisis estadístico de datos	Campus Aguascalientes	15327	Materia
202311	IN2032	Análisis estadístico de datos	Campus Ciudad de México	22613	Materia
202311	IN2032	Análisis estadístico de datos	Campus Cuernavaca	22748	Materia
202311	IN2032	Análisis estadístico de datos	Campus Estado de México	24527	Materia
202311	IN2032	Análisis estadístico de datos	Campus Estado de México	24528	Materia
202311	IN2032	Análisis estadístico de datos	Campus Guadalajara	1418	Materia
202311	IN2032	Análisis estadístico de datos	Campus Guadalajara	1420	Materia
202311	IN2032	Análisis estadístico de datos	Campus Guadalajara	42303	Materia
202311	IN2032	Análisis estadístico de datos	Campus Hidalgo	4361	Materia
202311	IN2032	Análisis estadístico de datos	Campus León	19060	Materia
202311	IN2032	Análisis estadístico de datos	Campus Monterrey	30477	Materia
202311	IN2032	Análisis estadístico de datos	Campus Monterrey	30478	Materia
202311	IN2032	Análisis estadístico de datos	Campus Monterrey	30479	Materia
202311	IN2032	Análisis estadístico de datos	Campus Puebla	17487	Materia
202311	IN2032	Análisis estadístico de datos	Campus Querétaro	18131	Materia
202311	IN2032	Análisis estadístico de datos	Campus Querétaro	18132	Materia
202311	IN2032	Análisis estadístico de datos	Campus Querétaro	18133	Materia
202311	IN2032	Análisis estadístico de datos	Campus Saltillo	23691	Materia
202311	IN2032	Análisis estadístico de datos	Campus Santa Fe	443	Materia
202311	IN2032	Análisis estadístico de datos	Campus Santa Fe	458	Materia
202311	IN2032	Análisis estadístico de datos	Campus Sinaloa	33632	Materia
202311	IN2032	Análisis estadístico de datos	Campus Tampico	19097	Materia
202311	IN2032	Análisis estadístico de datos	Campus Toluca	16265	Materia
202311	IN2037	Diseño de sistemas ciberfísicos	Campus Monterrey	30490	Materia
202311	IN2037	Diseño de sistemas ciberfísicos	Campus Monterrey	30491	Materia
202311	IN2037	Diseño de sistemas ciberfísicos	Campus Monterrey	30492	Materia
202311	IN2037	Diseño de sistemas ciberfísicos	Campus Santa Fe	444	Materia
202311	IN2037	Diseño de sistemas ciberfísicos	Campus Santa Fe	37895	Materia
202311	IN2038	Evaluación económica de proyectos	Campus Monterrey	30493	Materia
202311	IN2038	Evaluación económica de proyectos	Campus Monterrey	30494	Materia
202311	IN2038	Evaluación económica de proyectos	Campus Monterrey	30495	Materia
202311	IN2039	Visualización de datos para la toma de decisiones	Campus Estado de México	40750	Materia
202311	IN2039	Visualización de datos para la toma de decisiones	Campus Guadalajara	1429	Materia
202311	IN2039	Visualización de datos para la toma de decisiones	Campus Monterrey	30504	Materia
202311	IN2041	Mejora de procesos con métodos heurísticos y metaheurísticos	Campus Monterrey	35220	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Aguascalientes	15330	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Ciudad de México	41299	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Ciudad de México	41300	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Cuernavaca	34962	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Estado de México	24533	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Estado de México	24534	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Guadalajara	1430	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Guadalajara	1431	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Hidalgo	4363	Materia
202311	IN2042	Modelación de la cadena de valor	Campus León	21214	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Monterrey	30507	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Monterrey	30508	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Monterrey	30509	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Puebla	17491	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Querétaro	18121	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Querétaro	18122	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Querétaro	18123	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Saltillo	23698	Materia
202311	IN2042	Modelación de la cadena de valor	Campus San Luis Potosí	22189	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Santa Fe	465	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Santa Fe	481	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Sinaloa	25084	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Tampico	19100	Materia
202311	IN2042	Modelación de la cadena de valor	Campus Toluca	16273	Materia
202311	IN2043	Simulación discreta, continua y por agentes	Campus Guadalajara	1434	Materia
202311	IN2043	Simulación discreta, continua y por agentes	Campus Monterrey	30518	Materia
202311	IN2043	Simulación discreta, continua y por agentes	Campus Monterrey	30519	Materia
202311	IN2043	Simulación discreta, continua y por agentes	Campus Monterrey	30520	Materia
202311	IN2044	Diseño de un proceso de consultoría y gestión del cambio	Campus Monterrey	30523	Materia
202311	IN2044	Diseño de un proceso de consultoría y gestión del cambio	Campus Monterrey	30524	Materia
202311	IN2044	Diseño de un proceso de consultoría y gestión del cambio	Campus Santa Fe	467	Materia
202311	IN2044	Diseño de un proceso de consultoría y gestión del cambio	Campus Santa Fe	1180	Materia
202311	IN2044	Diseño de un proceso de consultoría y gestión del cambio	Campus Santa Fe	36187	Materia
202311	IN3002B	Organizaciones resilientes	Campus Estado de México	23752	Bloque
202311	IN3002B	Organizaciones resilientes	Campus Estado de México	23754	Bloque
202311	IN3002B	Organizaciones resilientes	Campus Guadalajara	1442	Bloque
202311	IN3002B	Organizaciones resilientes	Campus Monterrey	18446	Bloque
202311	IN3002B	Organizaciones resilientes	Campus Puebla	17492	Bloque
202311	IN3002B	Organizaciones resilientes	Campus Santa Fe	539	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Aguascalientes	15334	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Ciudad de México	19138	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Ciudad de México	19139	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Ciudad de México	20410	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Estado de México	23755	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Estado de México	23756	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Guadalajara	2293	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Guadalajara	2294	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18452	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18453	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18454	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18455	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18456	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18457	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18458	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18459	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18460	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18461	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18462	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Monterrey	18463	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Puebla	17493	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Querétaro	18127	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Querétaro	18128	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Santa Fe	540	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Santa Fe	541	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Santa Fe	36200	Bloque
202311	IN3003B	Administración profesional y ágil de proyectos	Campus Sinaloa	25966	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Estado de México	23758	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Guadalajara	2295	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Guadalajara	10207	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus León	41257	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Monterrey	18465	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Monterrey	18466	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Monterrey	18467	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Monterrey	18468	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Monterrey	18469	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Monterrey	18470	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Querétaro	27752	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Querétaro	27753	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Saltillo	27493	Bloque
202311	IN3004B	Planeación estratégica: de la visión a la acción	Campus Toluca	16279	Bloque
202311	IQ2007B	Diseño de sistemas de flujo de fluidos	Campus Guadalajara	37804	Bloque
202311	IQ2007B	Diseño de sistemas de flujo de fluidos	Campus Guadalajara	37805	Bloque
202311	IQ2007B	Diseño de sistemas de flujo de fluidos	Campus Puebla	17546	Bloque
202311	IQ2009	Análisis termodinámico de procesos energéticos	Campus Ciudad de México	15441	Materia
202311	IQ2009	Análisis termodinámico de procesos energéticos	Campus Monterrey	35227	Materia
202311	IQ2009	Análisis termodinámico de procesos energéticos	Campus Monterrey	39940	Materia
202311	IQ2009	Análisis termodinámico de procesos energéticos	Campus Querétaro	18148	Materia
202311	IQ2009	Análisis termodinámico de procesos energéticos	Campus Santa Fe	1889	Materia
202311	M2005	Análisis  de mecanismos	Campus Monterrey	30614	Materia
202311	M2006B	Diseño de máquinas térmicas	Campus Ciudad de México	24472	Bloque
202311	M2006B	Diseño de máquinas térmicas	Campus Estado de México	24572	Bloque
202311	M2006B	Diseño de máquinas térmicas	Campus Estado de México	24575	Bloque
202311	M2006B	Diseño de máquinas térmicas	Campus Guadalajara	42457	Bloque
